,PWSID,Reporting_Month,Production_Reported,Percent_Residential_Use,Population_Served,R_GPCD_Reported,Hydrologic_Region,County
997,CA0910001,2015-04-15,609667221,64.8,128500,102,Sacramento River,EL DORADO
998,CA0910001,2015-03-15,549710637,75.6,128500,104,Sacramento River,EL DORADO
999,CA0910001,2015-02-15,364301418,70.3,128500,71,Sacramento River,EL DORADO
1000,CA0910001,2015-01-15,414808323,75.6,128500,79,Sacramento River,EL DORADO
1001,CA0910001,2014-12-15,393953859,70.1,128500,69,Sacramento River,EL DORADO
1002,CA0910001,2014-11-15,492686712,60.2,128500,77,Sacramento River,EL DORADO
1003,CA0910001,2014-10-15,836459517,45.1,128500,95,Sacramento River,EL DORADO
1004,CA0910001,2014-09-15,1119298185,66.5,128500,193.1,Sacramento River,EL DORADO
1005,CA1310004,2020-04-15,172090000,70,46364,87,Colorado River,IMPERIAL
1006,CA1310004,2020-03-15,152570000,70,46364,73,Colorado River,IMPERIAL
1007,CA1310004,2020-02-15,139393000,70,46364,73,Colorado River,IMPERIAL
1008,CA1310004,2020-01-15,145951000,70,46364,71,Colorado River,IMPERIAL
1009,CA1310004,2019-12-15,138080000,70,46364,67,Colorado River,IMPERIAL
1010,CA1310004,2019-11-15,169120000,70,46364,85,Colorado River,IMPERIAL
1011,CA1310004,2019-10-15,208540000,70,46364,102,Colorado River,IMPERIAL
1012,CA1310004,2019-09-15,232490000,70,46364,117,Colorado River,IMPERIAL
1013,CA1310004,2019-08-15,264500000,70,46364,129,Colorado River,IMPERIAL
1014,CA1310004,2019-07-15,272391000,70,46364,142,Colorado River,IMPERIAL
1015,CA1310004,2019-06-15,246680000,70,46315,124,Colorado River,IMPERIAL
1016,CA1310004,2019-05-15,225380000,70,46315,117,Colorado River,IMPERIAL
1017,CA1310004,2019-04-15,197470000,70,46315,100,Colorado River,IMPERIAL
1018,CA1310004,2019-03-15,171040000,70,46315,84,Colorado River,IMPERIAL
1019,CA1310004,2019-02-15,120800000,70,46315,65.21,Colorado River,IMPERIAL
1020,CA1310004,2019-01-15,142540000,70,46315,69,Colorado River,IMPERIAL
1021,CA1310004,2018-12-15,151280000,70,46315,74,Colorado River,IMPERIAL
1022,CA1310004,2018-11-15,186440000,70,46315,94,Colorado River,IMPERIAL
1023,CA1310004,2018-10-15,214040000,70,46315,111,Colorado River,IMPERIAL
1024,CA1310004,2018-09-15,241340000,70,46315,121,Colorado River,IMPERIAL
1025,CA1310004,2018-08-15,271360000,70,46315,132,Colorado River,IMPERIAL
1026,CA1310004,2018-07-15,269090000,70,46315,131,Colorado River,IMPERIAL
1027,CA1310004,2018-06-15,253049000,70,45628,129,Colorado River,IMPERIAL
1028,CA1310004,2018-05-15,201000000,70,45628,106,Colorado River,IMPERIAL
1029,CA1310004,2018-04-15,207000000,70,45628,106,Colorado River,IMPERIAL
1030,CA1310004,2018-03-15,179000000,70,45628,88,Colorado River,IMPERIAL
1031,CA1310004,2018-02-15,147970555,70,45628,81,Colorado River,IMPERIAL
1032,CA1310004,2018-01-15,157290000,70,45628,78,Colorado River,IMPERIAL
1033,CA1310004,2017-12-15,102090000,70,45628,51,Colorado River,IMPERIAL
1034,CA1310004,2017-11-15,181320000,70,45628,93,Colorado River,IMPERIAL
1035,CA1310004,2017-10-15,219300000,70,45628,109,Colorado River,IMPERIAL
1036,CA1310004,2017-07-15,288090000,70,45170,144,Colorado River,IMPERIAL
1037,CA1310004,2017-06-15,257880000,70,45170,133,Colorado River,IMPERIAL
1038,CA1310004,2017-05-15,233630000,70,45170,117,Colorado River,IMPERIAL
1039,CA1310004,2017-04-15,207350000,70,45170,107,Colorado River,IMPERIAL
1040,CA1310004,2017-03-15,172250000,70,45170,86,Colorado River,IMPERIAL
1041,CA1310004,2017-02-15,130740000,70,44311,70,Colorado River,IMPERIAL
1042,CA1310004,2017-01-15,134920000,70,45170,75,Colorado River,IMPERIAL
1043,CA1310004,2016-12-15,155640000,70,45170,78,Colorado River,IMPERIAL
1044,CA1310004,2016-11-15,182240000,70,45170,94,Colorado River,IMPERIAL
1045,CA1310004,2016-10-15,211380000,70,45170,105.7,Colorado River,IMPERIAL
1046,CA1310004,2016-09-15,222098000,70,45170,114.7,Colorado River,IMPERIAL
1047,CA1310004,2016-08-15,256540000,70,44311,131,Colorado River,IMPERIAL
1048,CA1310004,2016-07-15,249356000,70,44311,127,Colorado River,IMPERIAL
1049,CA1310004,2016-06-15,238480000,70,44311,126,Colorado River,IMPERIAL
1050,CA1310004,2016-05-15,216570000,70,44311,110,Colorado River,IMPERIAL
1051,CA1310004,2016-04-15,186466000,70,44311,98,Colorado River,IMPERIAL
1052,CA1310004,2016-03-15,179667000,70,44311,92,Colorado River,IMPERIAL
1053,CA1310004,2016-02-15,144840000,70,44311,79,Colorado River,IMPERIAL
1054,CA1310004,2016-01-15,142630000,70,44311,73,Colorado River,IMPERIAL
1055,CA1310004,2015-12-15,155691000,70,44311,79,Colorado River,IMPERIAL
1056,CA1310004,2015-11-15,174840000,70,44311,92,Colorado River,IMPERIAL
1057,CA1310004,2015-10-15,197260000,70,44311,100.5,Colorado River,IMPERIAL
1058,CA1310004,2015-09-15,217410000,70,44311,114,Colorado River,IMPERIAL
1059,CA1310004,2015-08-15,241472000,70,44311,115.7,Colorado River,IMPERIAL
1060,CA1310004,2015-07-15,227610000,70,44311,116,Colorado River,IMPERIAL
1061,CA1310004,2015-06-15,227130000,70,44311,119.6,Colorado River,IMPERIAL
1062,CA1310004,2015-05-15,213390000,70,44847,107,Colorado River,IMPERIAL
1063,CA1310004,2015-04-15,203350000,70,44311,107,Colorado River,IMPERIAL
1064,CA1310004,2015-03-15,179350000,60,44311,78,Colorado River,IMPERIAL
1065,CA1310004,2015-02-15,151910000,60,44311,73,Colorado River,IMPERIAL
1066,CA1310004,2015-01-15,153780000,60,44311,67,Colorado River,IMPERIAL
1067,CA1310004,2014-12-15,149845000,60,44311,65,Colorado River,IMPERIAL
1068,CA1310004,2014-11-15,193720000,60,44311,87,Colorado River,IMPERIAL
1069,CA1310004,2014-10-15,218630000,60,44311,95,Colorado River,IMPERIAL
1070,CA1310004,2014-09-15,236390000,70,44311,124,Colorado River,IMPERIAL
1071,CA4310005,2020-05-15,222296624,48,76817,53,San Francisco Bay,SANTA CLARA
1072,CA4310005,2020-04-15,183349012,57,76817,54,San Francisco Bay,SANTA CLARA
1073,CA4310005,2020-03-15,194295992,46,76817,43,San Francisco Bay,SANTA CLARA
1074,CA4310005,2020-02-15,174539816,55,76817,51,San Francisco Bay,SANTA CLARA
1075,CA4310005,2020-01-15,138925292,60,76817,58,San Francisco Bay,SANTA CLARA
1076,CA4310005,2019-12-15,173546472,82,76817,77,San Francisco Bay,SANTA CLARA
1077,CA4310005,2019-11-15,211659316,62,76817,75,San Francisco Bay,SANTA CLARA
1078,CA4310005,2019-10-15,254084380,41,76817,56,San Francisco Bay,SANTA CLARA
1079,CA4310005,2019-09-15,250154388,63,76817,83,San Francisco Bay,SANTA CLARA
1080,CA4310005,2019-08-15,269408656,43,76817,65,San Francisco Bay,SANTA CLARA
1081,CA4310005,2019-07-15,257773516,47,76817,65,San Francisco Bay,SANTA CLARA
1082,CA4310005,2019-06-15,226273740,47,76817,57,San Francisco Bay,SANTA CLARA
1083,CA4310005,2019-05-15,223556256,41,76817,53,San Francisco Bay,SANTA CLARA
1084,CA4310005,2019-04-15,190952432,46,76817,49,San Francisco Bay,SANTA CLARA
1085,CA4310005,2019-03-15,179170684,53,76817,51,San Francisco Bay,SANTA CLARA
1086,CA4310005,2019-02-15,166771088,60,76817,58,San Francisco Bay,SANTA CLARA
1087,CA4310005,2019-01-15,177603624,61,76817,56,San Francisco Bay,SANTA CLARA
1088,CA4310005,2018-12-15,175198056,71,76817,64,San Francisco Bay,SANTA CLARA
1089,CA4310005,2018-11-15,199747416,58,76817,68,San Francisco Bay,SANTA CLARA
1090,CA4310005,2018-10-15,226763680,55,76817,68,San Francisco Bay,SANTA CLARA
1091,CA4310005,2018-09-15,234091836,59,76817,71,San Francisco Bay,SANTA CLARA
1092,CA4310005,2018-08-15,259802092,48,76817,71,San Francisco Bay,SANTA CLARA
1093,CA4310005,2018-07-15,261280140,48,76817,66,San Francisco Bay,SANTA CLARA
1094,CA4310005,2018-06-15,234420208,41,76817,54,San Francisco Bay,SANTA CLARA
1095,CA4310005,2018-05-15,221985456,54,76817,54,San Francisco Bay,SANTA CLARA
1096,CA4310005,2018-04-15,180945688,51,76817,55,San Francisco Bay,SANTA CLARA
1097,CA4310005,2018-03-15,168837812,65,76817,68,San Francisco Bay,SANTA CLARA
1098,CA4310005,2018-02-15,187287980,62,76817,60,San Francisco Bay,SANTA CLARA
1099,CA4310005,2018-01-15,193579408,66,70817,58,San Francisco Bay,SANTA CLARA
1100,CA4310005,2017-12-15,201509704,70,70817,73,San Francisco Bay,SANTA CLARA
1101,CA4310005,2017-11-15,207098760,80,70817,79,San Francisco Bay,SANTA CLARA
1102,CA4310005,2017-10-15,265943920,62,70817,75,San Francisco Bay,SANTA CLARA
1103,CA4310005,2017-09-15,286314204,53,70817,74,San Francisco Bay,SANTA CLARA
1104,CA4310005,2017-08-15,279725072,67,70817,87,San Francisco Bay,SANTA CLARA
1105,CA4310005,2017-07-15,317003896,40,70817,57,San Francisco Bay,SANTA CLARA
1106,CA4310005,2017-06-15,273544348,36,70817,48,San Francisco Bay,SANTA CLARA
1107,CA4310005,2017-05-15,254409012,39,70817,46,San Francisco Bay,SANTA CLARA
1108,CA4310005,2017-04-15,196694080,47,70817,45,San Francisco Bay,SANTA CLARA
1109,CA4310005,2017-03-15,205853340,50,70817,49,San Francisco Bay,SANTA CLARA
1110,CA4310005,2017-02-15,172174640,62,70817,55,San Francisco Bay,SANTA CLARA
1111,CA4310005,2017-01-15,188069640,63,70817,52,San Francisco Bay,SANTA CLARA
1112,CA4310005,2016-12-15,193612320,57,70817,59,San Francisco Bay,SANTA CLARA
1113,CA4310005,2016-11-15,204671500,66,70817,63,San Francisco Bay,SANTA CLARA
1114,CA4310005,2016-10-15,249998056,57,70817,62,San Francisco Bay,SANTA CLARA
1115,CA4310005,2016-09-15,269550028,48,70817,65,San Francisco Bay,SANTA CLARA
1116,CA4310005,2016-08-15,295266268,44,70817,59,San Francisco Bay,SANTA CLARA
1117,CA4310005,2016-07-15,289582216,41,70817,53,San Francisco Bay,SANTA CLARA
1118,CA4310005,2016-06-15,250686216,38,70817,47,San Francisco Bay,SANTA CLARA
1119,CA4310005,2016-05-15,247306004,38,70817,43,San Francisco Bay,SANTA CLARA
1120,CA4310005,2016-04-15,212746908,44,70817,44,San Francisco Bay,SANTA CLARA
1121,CA4310005,2016-03-15,207510908,50,70817,47,San Francisco Bay,SANTA CLARA
1122,CA4310005,2016-02-15,185134488,54,70817,49,San Francisco Bay,SANTA CLARA
1123,CA4310005,2016-01-15,192614488,59,70817,48,San Francisco Bay,SANTA CLARA
1124,CA4310005,2015-12-15,199059256,47,70817,57,San Francisco Bay,SANTA CLARA
1125,CA4310005,2015-08-15,255641716,51,70817,59.9,San Francisco Bay,SANTA CLARA
1126,CA4310005,2015-07-15,277965776,44,70817,56,San Francisco Bay,SANTA CLARA
1127,CA4310005,2015-06-15,252296660,45,70817,53,San Francisco Bay,SANTA CLARA
1128,CA4310005,2015-05-15,246470488,46,70817,52,San Francisco Bay,SANTA CLARA
1129,CA4310005,2015-04-15,237545352,61,70817,49,San Francisco Bay,SANTA CLARA
1130,CA4310005,2015-03-15,204590716,50,70817,50,San Francisco Bay,SANTA CLARA
1131,CA4310005,2015-02-15,215488328,57,70817,51,San Francisco Bay,SANTA CLARA
1132,CA4310005,2015-01-15,209345004,47,70817,51,San Francisco Bay,SANTA CLARA
1133,CA4310005,2014-12-15,217768232,55,70817,64,San Francisco Bay,SANTA CLARA
1134,CA4310005,2014-11-15,287219284,45,70817,51,San Francisco Bay,SANTA CLARA
1135,CA4310005,2014-10-15,264839124,54,70817,71,San Francisco Bay,SANTA CLARA
1136,CA4310005,2014-09-15,264839124,48,70817,63,San Francisco Bay,SANTA CLARA
1137,CA4310005,2014-08-15,327391372,57,70817,66,San Francisco Bay,SANTA CLARA
1138,CA4310005,2014-07-15,334728504,47,70817,50,San Francisco Bay,SANTA CLARA
1139,CA4910009,2020-05-15,498829516,78,173628,72,North Coast,SONOMA
1140,CA4910009,2020-04-15,464089083,77,173628,68,North Coast,SONOMA
1141,CA4910009,2020-03-15,391880730,74,175625,53,North Coast,SONOMA
1142,CA4910009,2020-02-15,341600454,75,175625,50,North Coast,SONOMA
1143,CA4910009,2020-01-15,320244473,76,175625,44,North Coast,SONOMA
1144,CA4910009,2019-12-15,406898355,71,175625,53,North Coast,SONOMA
1145,CA4910009,2019-11-15,513920582,69,175625,68,North Coast,SONOMA
1146,CA4910009,2019-10-15,674848948,69,175625,86,North Coast,SONOMA
1147,CA4910009,2019-09-15,594433745,69,175625,78,North Coast,SONOMA
1148,CA4910009,2019-08-15,618300772,69,175625,79,North Coast,SONOMA
1149,CA4910009,2019-07-15,722244929,70,175625,94,North Coast,SONOMA
1150,CA4910009,2019-06-15,495818890,71,175625,67,North Coast,SONOMA
1151,CA4910009,2019-05-15,343343236,73,175625,46,North Coast,SONOMA
1152,CA4910009,2019-04-15,423117960,75,175625,60,North Coast,SONOMA
1153,CA4910009,2019-03-15,364013789,75,178488,49,North Coast,SONOMA
1154,CA4910009,2019-02-15,341114089,75,178488,51,North Coast,SONOMA
1155,CA4910009,2019-01-15,312585117,76,178488,43,North Coast,SONOMA
1156,CA4910009,2018-12-15,417131445,73,178488,55,North Coast,SONOMA
1157,CA4910009,2018-11-15,441983905,70,178488,58,North Coast,SONOMA
1158,CA4910009,2018-10-15,605944764,69,178488,75,North Coast,SONOMA
1159,CA4910009,2018-09-15,523627698,68,178488,67,North Coast,SONOMA
1160,CA4910009,2018-08-15,542174811,68,178488,67,North Coast,SONOMA
1161,CA4910009,2018-07-15,694254002,69,178488,87,North Coast,SONOMA
1162,CA4910009,2018-06-15,574207398,70,178488,75,North Coast,SONOMA
1163,CA4910009,2018-05-15,462007840,73,178488,61,North Coast,SONOMA
1164,CA4910009,2018-04-15,427342345,75,178488,60,North Coast,SONOMA
1165,CA4910009,2018-03-15,330106451,74,176799,45,North Coast,SONOMA
1166,CA4910009,2018-02-15,339373947,75,176799,52,North Coast,SONOMA
1167,CA4910009,2018-01-15,405937160,76,176799,57,North Coast,SONOMA
1168,CA4910009,2017-12-15,348562196,74,176799,47,North Coast,SONOMA
1169,CA4910009,2017-11-15,367035739,69,176799,48,North Coast,SONOMA
1170,CA4910009,2017-10-15,610531957,70,176799,78,North Coast,SONOMA
1171,CA4910009,2017-09-15,743251231,69,176799,97,North Coast,SONOMA
1172,CA4910009,2017-08-15,575357827,69,176799,73,North Coast,SONOMA
1173,CA4910009,2017-07-15,767665979,70,176799,98,North Coast,SONOMA
1174,CA4910009,2017-06-15,565521230,71,176799,76,North Coast,SONOMA
1175,CA4910009,2017-05-15,501730183,75,176799,69,North Coast,SONOMA
1176,CA4910009,2017-04-15,392074385,76,176799,56,North Coast,SONOMA
1177,CA4910009,2017-03-15,303584721,76,175667,43,North Coast,SONOMA
1178,CA4910009,2017-02-15,315974065,76,175667,49,North Coast,SONOMA
1179,CA4910009,2017-01-15,339637528,77,175667,49,North Coast,SONOMA
1180,CA4910009,2016-12-15,388121224,75,173071,54,North Coast,SONOMA
1181,CA4910009,2016-11-15,332262224,71,173071,46,North Coast,SONOMA
1182,CA4910009,2016-10-15,550117573,69,173071,71,North Coast,SONOMA
1183,CA4910009,2016-09-15,612160133,69,173071,82,North Coast,SONOMA
1184,CA4910009,2016-08-15,564063634,69,173071,72,North Coast,SONOMA
1185,CA4910009,2016-07-15,597918422,70,173071,78,North Coast,SONOMA
1186,CA4910009,2016-06-15,659538584,72,173071,91,North Coast,SONOMA
1187,CA4910009,2016-05-15,440396519,73,173071,60,North Coast,SONOMA
1188,CA4910009,2016-04-15,357147450,76,173071,52,North Coast,SONOMA
1189,CA4910009,2016-03-15,368961446,75,173071,52,North Coast,SONOMA
1190,CA4910009,2016-02-15,326625874,76,170974,52,North Coast,SONOMA
1191,CA4910009,2016-01-15,321945545,79,170974,48,North Coast,SONOMA
1192,CA4910009,2015-12-15,366595865,75,170974,52,North Coast,SONOMA
1193,CA4910009,2015-11-15,353462006,70,170974,49,North Coast,SONOMA
1194,CA4910009,2015-10-15,572190037,69,170974,74,North Coast,SONOMA
1195,CA4910009,2015-09-15,537525452,69,170974,72,North Coast,SONOMA
1196,CA4910009,2015-08-15,536278801,69,170974,70,North Coast,SONOMA
1197,CA4910009,2015-07-15,485853115,70,170974,64,North Coast,SONOMA
1198,CA4910009,2015-06-15,577228022,71,170974,80,North Coast,SONOMA
1199,CA4910009,2015-05-15,450353160,71,170974,60,North Coast,SONOMA
1200,CA4910009,2015-04-15,390258024,74,170974,56,North Coast,SONOMA
1201,CA4910009,2015-03-15,461404592,75,170093,66,North Coast,SONOMA
1202,CA4910009,2015-02-15,326702416,76,170093,52,North Coast,SONOMA
1203,CA4910009,2015-01-15,331360000,78,170093,49,North Coast,SONOMA
1204,CA4910009,2014-12-15,392290259,75,170093,56,North Coast,SONOMA
1205,CA4910009,2014-11-15,343867098,72,170093,49,North Coast,SONOMA
1206,CA4910009,2014-10-15,492011720,69,170093,64,North Coast,SONOMA
1207,CA4910009,2014-09-15,639349253,69,170093,86,North Coast,SONOMA
1208,CA3010064,2020-05-15,313305736.5,83.6,96179,87.83,South Coast,ORANGE
1209,CA3010064,2020-04-15,244388250,78.8,96179,66.78,South Coast,ORANGE
1210,CA3010064,2020-03-15,245333217.9,78.3,96179,64.46,South Coast,ORANGE
1211,CA3010064,2020-02-15,251915408.1,74.3,96179,67.06,South Coast,ORANGE
1212,CA3010064,2020-01-15,252045748.5,79.6,96179,48.9,South Coast,ORANGE
1213,CA3010064,2019-12-15,239174634,72,96179,57.78,South Coast,ORANGE
1214,CA3010064,2019-11-15,282577987.2,77.6,96179,76.03,South Coast,ORANGE
1215,CA3010064,2019-10-15,321060990.3,67.3,96179,72.51,South Coast,ORANGE
1216,CA3010064,2019-09-15,327121818.9,75.5,96179,85.61,South Coast,ORANGE
1217,CA3010064,2019-08-15,344782943.1,69,96179,79.84,South Coast,ORANGE
1218,CA3010064,2019-07-15,332791626.3,73.9,96179,82.48,South Coast,ORANGE
1219,CA3010064,2019-06-15,309297769.2,74.8,96179,80.2,South Coast,ORANGE
1220,CA3010064,2019-05-15,290919772.8,74.1,96179,72.3,South Coast,ORANGE
1221,CA3010064,2019-04-15,288312964.8,77.5,96179,77,South Coast,ORANGE
1222,CA3010064,2019-03-15,250449078.6,74.9,96179,62.9,South Coast,ORANGE
1223,CA3010064,2019-02-15,209587363.2,78.6,96179,61.15,South Coast,ORANGE
1224,CA3010064,2019-01-15,240087016.8,72.3,96179,58.2,South Coast,ORANGE
1225,CA3010064,2018-12-15,250514248.8,79.5,96179,66.78,South Coast,ORANGE
1226,CA3010064,2018-11-15,288899496.6,68.4,96179,68.49,South Coast,ORANGE
1227,CA3010064,2018-10-15,318095746.2,82.3,96179,87.77,South Coast,ORANGE
1228,CA3010064,2018-09-15,322885755.9,69,96179,77.19,South Coast,ORANGE
1229,CA3010064,2018-08-15,354297792.3,77.9,96179,92.52,South Coast,ORANGE
1230,CA3010064,2018-07-15,356839430.1,69.8,96179,83.53,South Coast,ORANGE
1231,CA3010064,2018-06-15,326046510.6,73.7,96179,83.28,South Coast,ORANGE
1232,CA3010064,2018-05-15,312165258,76.7,96179,80.32,South Coast,ORANGE
1233,CA3010064,2018-04-15,288508475.4,73.8,96179,73.82,South Coast,ORANGE
1234,CA3010064,2018-03-15,254782896.9,77.4,96046,66.23,South Coast,ORANGE
1235,CA3010064,2018-02-15,257454875.1,73.5,96046,70.32,South Coast,ORANGE
1236,CA3010064,2018-01-15,273291233.7,78.4,96046,71.93,South Coast,ORANGE
1237,CA3010064,2017-12-15,297958154.4,68.7,96046,68.74,South Coast,ORANGE
1238,CA3010064,2017-11-15,286488199.2,78.6,96046,78.12,South Coast,ORANGE
1239,CA3010064,2017-10-15,324319500.3,67.7,96046,73.7,South Coast,ORANGE
1240,CA3010064,2017-09-15,321680107.2,77.7,96046,86.7,South Coast,ORANGE
1241,CA3010064,2017-08-15,340905316.2,77,96046,88.1,South Coast,ORANGE
1242,CA3010064,2017-07-15,343675049.7,73,96046,84.3,South Coast,ORANGE
1243,CA3010064,2017-06-15,317606969.7,72.4,96046,79.8,South Coast,ORANGE
1244,CA3010064,2017-05-15,319562075.7,75,96046,80.49,South Coast,ORANGE
1245,CA3010064,2017-04-15,289095007.2,78.3,96046,78.57,South Coast,ORANGE
1246,CA3010064,2017-03-15,261821278.5,76.3,96046,67.07,South Coast,ORANGE
1247,CA3010064,2017-02-15,204601842.9,79.6,96046,60.56,South Coast,ORANGE
1248,CA3010064,2017-01-15,216169553.4,74.1,96046,53.81,South Coast,ORANGE
1249,CA3010064,2016-12-15,262961757,81.7,96046,72.16,South Coast,ORANGE
1250,CA3010064,2016-11-15,266155096.8,69.2,96046,63.87,South Coast,ORANGE
1251,CA3010064,2016-10-15,299522239.2,79.2,96046,79.71,South Coast,ORANGE
1252,CA3010064,2016-09-15,310405662.6,68.3,96046,73.3,South Coast,ORANGE
1253,CA3010064,2016-08-15,332302849.8,75,96046,83.72,South Coast,ORANGE
1254,CA3010064,2016-07-15,330087063,73.9,96046,81.9,South Coast,ORANGE
1255,CA3010064,2016-06-15,308580897,75.4,93322,83.14,South Coast,ORANGE
1256,CA3010064,2016-05-15,299913260.4,78.2,93322,81.1,South Coast,ORANGE
1257,CA3010064,2016-04-15,269576532.3,75.5,93322,72.7,South Coast,ORANGE
1258,CA3010064,2016-03-15,255467184,81.8,93322,72.23,South Coast,ORANGE
1259,CA3010064,2016-02-15,238262251.2,73.8,93322,65.01,South Coast,ORANGE
1260,CA3010064,2016-01-15,231810401.4,82.7,93322,66.25,South Coast,ORANGE
1261,CA3010064,2015-12-15,258595353.6,71.9,94294,64.26,South Coast,ORANGE
1262,CA3010064,2015-11-15,262570735.8,81,93322,75.92,South Coast,ORANGE
1263,CA3010064,2015-10-15,290202900.6,69.8,93322,70.01,South Coast,ORANGE
1264,CA3010064,2015-09-15,299196388.2,75.7,93322,80.94,South Coast,ORANGE
1265,CA3010064,2015-08-15,353939356.2,74.7,93322,91.39,South Coast,ORANGE
1266,CA3010064,2015-07-15,270000138.6,73.3,93322,68.4,South Coast,ORANGE
1267,CA3010064,2015-06-15,310536003,75.2,93322,83.44,South Coast,ORANGE
1268,CA3010064,2015-05-15,299782920,72.2,93322,74.6,South Coast,ORANGE
1269,CA3010064,2015-04-15,306951642,78,93322,85.32,South Coast,ORANGE
1270,CA3010064,2015-03-15,308646067.2,73.6,93322,78.5,South Coast,ORANGE
1271,CA3010064,2015-02-15,262016789.1,83,93322,83,South Coast,ORANGE
1272,CA3010064,2015-01-15,274366542,72.4,93322,68.64,South Coast,ORANGE
1273,CA3010064,2014-12-15,253642418.4,79.3,93322,69.5,South Coast,ORANGE
1274,CA3010064,2014-11-15,306332525.1,68,93322,58.1,South Coast,ORANGE
1275,CA3010064,2014-10-15,342534571.2,79,93322,76.7,South Coast,ORANGE
1276,CA3010064,2014-09-15,355112419.8,69.5,93322,88.2,South Coast,ORANGE
1277,CA3010064,2014-07-15,392454944.4,75.2,93322,102,South Coast,ORANGE
1278,CA4110001,2020-05-15,89283524,90,26924,96.27,San Francisco Bay,SAN MATEO
1279,CA4110001,2020-04-15,70796704,90,26924,78.8,San Francisco Bay,SAN MATEO
1280,CA4110001,2020-03-15,69166064,90,26924,75,San Francisco Bay,SAN MATEO
1281,CA4110001,2020-02-15,63768496,90,26924,73.5,San Francisco Bay,SAN MATEO
1282,CA4110001,2020-01-15,57180860,90,26924,61.65,San Francisco Bay,SAN MATEO
1283,CA4110001,2019-12-15,54408772,90,26924,58.6,San Francisco Bay,SAN MATEO
1284,CA4110001,2019-11-15,77694012,90,26924,107,San Francisco Bay,SAN MATEO
1285,CA4110001,2019-10-15,93031004,90,26924,100.3,San Francisco Bay,SAN MATEO
1286,CA4110001,2019-09-15,93163400,90,26924,103.81,San Francisco Bay,SAN MATEO
1287,CA4110001,2019-08-15,101870868,90,26924,109.8,San Francisco Bay,SAN MATEO
1288,CA4110001,2019-07-15,100221528,90,26924,108,San Francisco Bay,SAN MATEO
1289,CA4110001,2019-06-15,89058376,90,26924,99.23,San Francisco Bay,SAN MATEO
1290,CA4110001,2019-05-15,83585260,90,26924,90.13,San Francisco Bay,SAN MATEO
1291,CA4110001,2019-04-15,67435940,90,26924,75.14,San Francisco Bay,SAN MATEO
1292,CA4110001,2019-03-15,58194400,90,26924,63,San Francisco Bay,SAN MATEO
1293,CA4110001,2019-02-15,52269492,90,26924,62.4,San Francisco Bay,SAN MATEO
1294,CA4110001,2019-01-15,58482380,90,26924,63,San Francisco Bay,SAN MATEO
1295,CA4110001,2018-12-15,56260820,90,26924,60.67,San Francisco Bay,SAN MATEO
1296,CA4110001,2018-11-15,75113412,90,26924,83.7,San Francisco Bay,SAN MATEO
1297,CA4110001,2018-10-15,86453092,90,26924,93,San Francisco Bay,SAN MATEO
1298,CA4110001,2018-09-15,89006016,90,26924,99,San Francisco Bay,SAN MATEO
1299,CA4110001,2018-08-15,98579668,90,26924,106.3,San Francisco Bay,SAN MATEO
1300,CA4110001,2018-07-15,98549748,90,26924,106,San Francisco Bay,SAN MATEO
1301,CA4110001,2018-06-15,94193396,90,26924,105,San Francisco Bay,SAN MATEO
1302,CA4110001,2018-05-15,83846312,90,26924,90,San Francisco Bay,SAN MATEO
1303,CA4110001,2018-04-15,63492484,90,26924,70.75,San Francisco Bay,SAN MATEO
1304,CA4110001,2018-03-15,57826384,90,26924,62,San Francisco Bay,SAN MATEO
1305,CA4110001,2018-02-15,58331284,90,26924,69.6,San Francisco Bay,SAN MATEO
1306,CA4110001,2018-01-15,55902528,90,26924,60,San Francisco Bay,SAN MATEO
1307,CA4110001,2017-12-15,60280572,90,26924,65,San Francisco Bay,SAN MATEO
1308,CA4110001,2017-11-15,63629368,90,26924,71,San Francisco Bay,SAN MATEO
1309,CA4110001,2017-10-15,90406272,90,26924,97,San Francisco Bay,SAN MATEO
1310,CA4110001,2017-09-15,89394976,90,26924,100,San Francisco Bay,SAN MATEO
1311,CA4110001,2017-08-15,97484596,90,26924,105,San Francisco Bay,SAN MATEO
1312,CA4110001,2017-07-15,98859420,90,26924,107,San Francisco Bay,SAN MATEO
1313,CA4110001,2017-06-15,93779752,90,26924,104,San Francisco Bay,SAN MATEO
1314,CA4110001,2017-05-15,87615484,90,26924,94,San Francisco Bay,SAN MATEO
1315,CA4110001,2017-04-15,59703116,90,26924,66.52,San Francisco Bay,SAN MATEO
1316,CA4110001,2017-03-15,55984060,90,26924,60.37,San Francisco Bay,SAN MATEO
1317,CA4110001,2017-02-15,50685976,90,26924,60,San Francisco Bay,SAN MATEO
1318,CA4110001,2017-01-15,54623448,90,26924,59,San Francisco Bay,SAN MATEO
1319,CA4110001,2016-12-15,53714628,90,26924,58,San Francisco Bay,SAN MATEO
1320,CA4110001,2016-11-15,56554036,90,26924,63,San Francisco Bay,SAN MATEO
1321,CA4110001,2016-10-15,73686976,90,26924,79.46,San Francisco Bay,SAN MATEO
1322,CA4110001,2016-09-15,83006308,90,26924,96,San Francisco Bay,SAN MATEO
1323,CA4110001,2016-08-15,89337380,90,26924,96.34,San Francisco Bay,SAN MATEO
1324,CA4110001,2016-07-15,89831808,90,26924,96.87,San Francisco Bay,SAN MATEO
1325,CA4110001,2016-06-15,86055156,85,26730,91,San Francisco Bay,SAN MATEO
