,PWSID,Reporting_Month,Production_Reported,Percent_Residential_Use,Population_Served,R_GPCD_Reported,Hydrologic_Region,County
321,CA2410005,2017-01-15,113848000,69,37168,68,San Joaquin River,MERCED
322,CA2410005,2016-12-15,120428000,69,37168,72,San Joaquin River,MERCED
323,CA2410005,2016-11-15,143138000,65,37168,83,San Joaquin River,MERCED
324,CA2410005,2016-10-15,200410000,69,37168,120,San Joaquin River,MERCED
325,CA2410005,2016-09-15,230852000,69,37168,142,San Joaquin River,MERCED
326,CA2410005,2016-08-15,260144000,64,37168,144,San Joaquin River,MERCED
327,CA2410005,2016-07-15,271946000,58,37168,136,San Joaquin River,MERCED
328,CA2410005,2016-06-15,237304000,58,37168,124,San Joaquin River,MERCED
329,CA2410005,2016-05-15,193619000,52,37168,87,San Joaquin River,MERCED
330,CA2410005,2016-04-15,158425000,52,37168,75,San Joaquin River,MERCED
331,CA2410005,2016-03-15,118438000,61,37168,63,San Joaquin River,MERCED
332,CA2410005,2015-10-15,183481000,72,37168,114,San Joaquin River,MERCED
333,CA2410005,2015-09-15,216686000,69,37168,134,San Joaquin River,MERCED
334,CA2410005,2015-08-15,244793000,64,37168,136,San Joaquin River,MERCED
335,CA2410005,2015-07-15,243944000,63,37168,133,San Joaquin River,MERCED
336,CA2410005,2015-06-15,237081000,60,37168,127,San Joaquin River,MERCED
337,CA2410005,2015-05-15,194652000,63,37168,106,San Joaquin River,MERCED
338,CA2410005,2015-04-15,187216000,62,37168,104,San Joaquin River,MERCED
339,CA2410005,2015-03-15,166417000,48,37168,72,San Joaquin River,MERCED
340,CA2410005,2015-02-15,117939000,69,37168,78,San Joaquin River,MERCED
341,CA2410005,2015-01-15,127196000,63,37168,69,San Joaquin River,MERCED
342,CA2410005,2014-12-15,127370000,68,37168,75,San Joaquin River,MERCED
343,CA2410005,2014-10-15,227812000,67,37168,132,San Joaquin River,MERCED
344,CA2410005,2014-08-15,291669000,66,37168,167,San Joaquin River,MERCED
345,CA2410005,2014-07-15,311181000,63,37168,170,San Joaquin River,MERCED
346,CA2410005,2014-06-15,300808000,63,37168,169,San Joaquin River,MERCED
347,CA5010019,2020-04-15,466900000,53.7,74730,111.85,San Joaquin River,STANISLAUS
348,CA5010019,2020-03-15,459400000,46.24,74730,91.69,San Joaquin River,STANISLAUS
349,CA5010019,2020-02-15,382770000,50.2,74730,88.7,San Joaquin River,STANISLAUS
350,CA5010019,2020-01-15,396900000,46.09,74730,78.96,San Joaquin River,STANISLAUS
351,CA5010019,2019-12-15,344070000,49.46,74730,73.46,San Joaquin River,STANISLAUS
352,CA5010019,2019-11-15,466900000,48.09,74730,100.16,San Joaquin River,STANISLAUS
353,CA5010019,2019-10-15,621740000,55.4,74730,148.66,San Joaquin River,STANISLAUS
354,CA5010019,2019-09-15,653320000,54.57,74730,159,San Joaquin River,STANISLAUS
355,CA5010019,2019-08-15,679760000,59.23,74730,173.79,San Joaquin River,STANISLAUS
356,CA5010019,2019-07-15,779610000,52.67,74730,177.2,San Joaquin River,STANISLAUS
357,CA5010019,2019-06-15,622900000,60.26,74730,167.44,San Joaquin River,STANISLAUS
358,CA5010019,2019-05-15,551830000,53.63,74730,127.74,San Joaquin River,STANISLAUS
359,CA5010019,2019-04-15,420750000,57.72,74730,108.33,San Joaquin River,STANISLAUS
360,CA5010019,2019-03-15,322920000,50.01,74730,69.71,San Joaquin River,STANISLAUS
361,CA5010019,2019-02-15,284360000,48.23,72879,67.21,San Joaquin River,STANISLAUS
362,CA5010019,2019-01-15,331650000,45.07,72879,66.17,San Joaquin River,STANISLAUS
363,CA5010019,2018-12-15,353800000,47.67,72879,68.46,San Joaquin River,STANISLAUS
364,CA5010019,2018-11-15,463390000,50.32,72879,106.65,San Joaquin River,STANISLAUS
365,CA5010019,2018-10-15,642030000,47.58,72879,135.2,San Joaquin River,STANISLAUS
366,CA5010019,2018-09-15,547990000,63.15,72879,158.29,San Joaquin River,STANISLAUS
367,CA5010019,2018-08-15,704700000,53.93,72879,168.23,San Joaquin River,STANISLAUS
368,CA5010019,2018-07-15,701870000,58.12,72879,180.57,San Joaquin River,STANISLAUS
369,CA5010019,2018-06-15,586980000,62.21,72879,167.03,San Joaquin River,STANISLAUS
370,CA5010019,2018-05-15,547640000,59.67,72879,144.65,San Joaquin River,STANISLAUS
371,CA5010019,2018-04-15,420770588,53.07,72879,102.12,San Joaquin River,STANISLAUS
372,CA5010019,2018-03-15,334810000,50.05,72879,74.17,San Joaquin River,STANISLAUS
373,CA5010019,2018-02-15,333590000,50.59,72879,82.7,San Joaquin River,STANISLAUS
374,CA5010019,2018-01-15,341700000,46.69,72879,70.62,San Joaquin River,STANISLAUS
375,CA5010019,2017-12-15,370660000,50.87,72050,84.42,San Joaquin River,STANISLAUS
376,CA5010019,2017-11-15,420120000,50,72050,97.17,San Joaquin River,STANISLAUS
377,CA5010019,2017-10-15,587690000,52.01,72050,136.85,San Joaquin River,STANISLAUS
378,CA5010019,2017-09-15,616570000,57.61,72050,164.33,San Joaquin River,STANISLAUS
379,CA5010019,2017-08-15,698820000,56.1,72050,175.47,San Joaquin River,STANISLAUS
380,CA5010019,2017-07-15,728140000,56.15,72050,183,San Joaquin River,STANISLAUS
381,CA5010019,2017-06-15,647370000,55.71,72050,166.84,San Joaquin River,STANISLAUS
382,CA5010019,2017-05-15,603840000,46.7,72050,126.25,San Joaquin River,STANISLAUS
383,CA5010019,2017-04-15,408890000,48.69,72050,92.11,San Joaquin River,STANISLAUS
384,CA5010019,2017-03-15,370770000,46.6,72050,77.35,San Joaquin River,STANISLAUS
385,CA5010019,2017-02-15,274570000,45.3,72050,61.65,San Joaquin River,STANISLAUS
386,CA5010019,2017-01-15,298100000,47.9,72050,63.92,San Joaquin River,STANISLAUS
387,CA5010019,2016-12-15,324490000,52.33,72050,69.25,San Joaquin River,STANISLAUS
388,CA5010019,2016-11-15,366630000,50.37,72050,85.44,San Joaquin River,STANISLAUS
389,CA5010019,2016-10-15,517640000,53.75,72050,124.56,San Joaquin River,STANISLAUS
390,CA5010019,2016-09-15,600720000,55.66,72050,154.69,San Joaquin River,STANISLAUS
391,CA5010019,2016-08-15,682180000,53.53,72050,163.49,San Joaquin River,STANISLAUS
392,CA5010019,2016-07-15,699140000,55.74,72050,174.47,San Joaquin River,STANISLAUS
393,CA5010019,2016-06-15,649730000,55.82,72050,167.8,San Joaquin River,STANISLAUS
394,CA5010019,2016-05-15,536780000,55.36,72050,133.04,San Joaquin River,STANISLAUS
395,CA5010019,2016-04-15,415878977,50.82,71181,98.98,San Joaquin River,STANISLAUS
396,CA5010019,2016-03-15,322540000,48.6,71181,71.03,San Joaquin River,STANISLAUS
397,CA5010019,2016-02-15,299940000,46.98,71181,68.26,San Joaquin River,STANISLAUS
398,CA5010019,2016-01-15,288710000,48.23,71181,63.11,San Joaquin River,STANISLAUS
399,CA5010019,2015-12-15,309397427,48.49,71181,67.99,San Joaquin River,STANISLAUS
400,CA5010019,2015-11-15,349320000,50.48,71181,82.58,San Joaquin River,STANISLAUS
401,CA5010019,2015-10-15,510310000,52.18,71181,120.68,San Joaquin River,STANISLAUS
402,CA5010019,2015-09-15,549400000,55.51,71181,142.82,San Joaquin River,STANISLAUS
403,CA5010019,2015-08-15,596210000,60.93,71181,164.62,San Joaquin River,STANISLAUS
404,CA5010019,2015-07-15,602900000,56.72,71181,154.95,San Joaquin River,STANISLAUS
405,CA5010019,2015-06-15,604277400,53.99,71181,152.79,San Joaquin River,STANISLAUS
406,CA5010019,2015-05-15,476280000,62.11,71181,134.06,San Joaquin River,STANISLAUS
407,CA5010019,2015-04-15,497770000,53.91,71181,125.77,San Joaquin River,STANISLAUS
408,CA5010019,2015-03-15,473000000,50.87,71181,109.04,San Joaquin River,STANISLAUS
409,CA5010019,2015-02-15,294800000,52.51,71181,77.67,San Joaquin River,STANISLAUS
410,CA5010019,2015-01-15,298300000,55.65,71181,75.23,San Joaquin River,STANISLAUS
411,CA5010019,2014-12-15,301000000,52.9,71181,72.1,San Joaquin River,STANISLAUS
412,CA5010019,2014-11-15,413000000,51.33,71181,99.28,San Joaquin River,STANISLAUS
413,CA5010019,2014-10-15,601600000,54.83,70132,151.73,San Joaquin River,STANISLAUS
414,CA5010019,2014-09-15,708400000,52.48,71181,174.08,San Joaquin River,STANISLAUS
415,CA3310021,2020-04-15,426437619.3,74,140147,75,South Coast,RIVERSIDE
416,CA3310021,2020-03-15,370174556.4,74,140147,63.05,South Coast,RIVERSIDE
417,CA3310021,2020-02-15,516372821.2,74,140147,93,South Coast,RIVERSIDE
418,CA3310021,2020-01-15,414257309,74,140147,71,South Coast,RIVERSIDE
419,CA3310021,2019-12-15,366224590.6,74,137305,64,South Coast,RIVERSIDE
420,CA3310021,2019-11-15,600316926.6,74,137305,108,South Coast,RIVERSIDE
421,CA3310021,2019-10-15,736749762.7,74,137305,128.76128,South Coast,RIVERSIDE
422,CA3310021,2019-09-15,863431181.8,74,137305,154.7,South Coast,RIVERSIDE
423,CA3310021,2019-08-15,856943814.3,75,137305,150.75,South Coast,RIVERSIDE
424,CA3310021,2019-07-15,926378100.4,73,137305,157.68,South Coast,RIVERSIDE
425,CA3310021,2019-06-15,813889447.5,75,137305,148,South Coast,RIVERSIDE
426,CA3310021,2019-05-15,633829724.4,76,137305,113,South Coast,RIVERSIDE
427,CA3310021,2019-04-15,655746788.5,80,137305,127.36,South Coast,RIVERSIDE
428,CA3310021,2019-03-15,423155322.2,81,137305,80,South Coast,RIVERSIDE
429,CA3310021,2019-02-15,308489007,81,137305,80,South Coast,RIVERSIDE
430,CA3310021,2019-01-15,415950104.9,77,137305,77,South Coast,RIVERSIDE
431,CA3310021,2018-12-15,455015403.7,75,134520,82,South Coast,RIVERSIDE
432,CA3310021,2018-11-15,631271468.2,73,134520,114,South Coast,RIVERSIDE
433,CA3310021,2018-10-15,706911260.8,73,134520,170,South Coast,RIVERSIDE
434,CA3310021,2018-09-15,854076651.3,74,134520,157,South Coast,RIVERSIDE
435,CA3310021,2018-08-15,952398280.4,74,134520,169,South Coast,RIVERSIDE
436,CA3310021,2018-07-15,973092425.7,76,134520,177,South Coast,RIVERSIDE
437,CA3310021,2018-06-15,828878593.5,74,131265,155,South Coast,RIVERSIDE
438,CA3310021,2018-05-15,737250921.5,76,131265,138,South Coast,RIVERSIDE
439,CA3310021,2018-04-15,669308381.2,78,131265,132,South Coast,RIVERSIDE
440,CA3310021,2018-03-15,446229809.1,75,131265,82,South Coast,RIVERSIDE
441,CA3310021,2018-02-15,517208303.2,77,132926,107,South Coast,RIVERSIDE
442,CA3310021,2018-01-15,580336069.1,76,132926,141,South Coast,RIVERSIDE
443,CA3310021,2017-12-15,662850340.3,75,130396,123,South Coast,RIVERSIDE
444,CA3310021,2017-11-15,665739661.1,75,118731,186,South Coast,RIVERSIDE
445,CA3310021,2017-10-15,838329575.9,73,118731,166,South Coast,RIVERSIDE
446,CA3310021,2017-09-15,840946485.3,75,118731,177,South Coast,RIVERSIDE
447,CA3310021,2017-08-15,933306996.1,75,118731,190,South Coast,RIVERSIDE
448,CA3310021,2017-07-15,1000403953,76,118731,206,South Coast,RIVERSIDE
449,CA3310021,2017-06-15,829749593.2,75,118731,175,South Coast,RIVERSIDE
450,CA3310021,2017-05-15,761946517.1,75,118731,155,South Coast,RIVERSIDE
451,CA3310021,2017-04-15,674550020.4,77,118731,146,South Coast,RIVERSIDE
452,CA3310021,2017-03-15,516514240.5,81,118731,114,South Coast,RIVERSIDE
453,CA3310021,2017-02-15,310673838,73,118731,68,South Coast,RIVERSIDE
454,CA3310021,2017-01-15,322597703.6,80,118731,70,South Coast,RIVERSIDE
455,CA3310021,2016-12-15,431178751.4,76,118731,89,South Coast,RIVERSIDE
456,CA3310021,2016-11-15,555575955,74,118731,115,South Coast,RIVERSIDE
457,CA3310021,2016-10-15,636648335.5,75,118731,130,South Coast,RIVERSIDE
458,CA3310021,2016-09-15,785272886.8,74,118731,163,South Coast,RIVERSIDE
459,CA3310021,2016-08-15,870506058.7,75,118731,177,South Coast,RIVERSIDE
460,CA3310021,2016-07-15,879373442,76,118731,182,South Coast,RIVERSIDE
461,CA3310021,2016-06-15,712673609.9,76,118731,152,South Coast,RIVERSIDE
462,CA3310021,2016-05-15,653369053.7,76,118731,135,South Coast,RIVERSIDE
463,CA3310021,2016-04-15,575934473.8,76,118731,103,South Coast,RIVERSIDE
464,CA3310021,2016-03-15,472142132.3,78,118731,99,South Coast,RIVERSIDE
465,CA3310021,2016-02-15,461805486.9,79,118731,106,South Coast,RIVERSIDE
466,CA3310021,2016-01-15,387525144.6,78,118731,82,South Coast,RIVERSIDE
467,CA3310021,2015-12-15,451463627.8,75,118731,92,South Coast,RIVERSIDE
468,CA3310021,2015-11-15,553286200,74,118731,115,South Coast,RIVERSIDE
469,CA3310021,2015-10-15,606702628.6,75,118731,124,South Coast,RIVERSIDE
470,CA3310021,2015-09-15,618847421.2,74,118731,129,South Coast,RIVERSIDE
471,CA3310021,2015-08-15,767279394.6,72,118731,150,South Coast,RIVERSIDE
472,CA3310021,2015-07-15,683410886.7,68,118731,126,South Coast,RIVERSIDE
473,CA3310021,2015-06-15,714630345.1,63,118731,126,South Coast,RIVERSIDE
474,CA3310021,2015-05-15,571467382.4,69,118731,107,South Coast,RIVERSIDE
475,CA3310021,2015-04-15,632047971.1,56,118731,99,South Coast,RIVERSIDE
476,CA3310021,2015-03-15,573044175.4,58,118731,90,South Coast,RIVERSIDE
477,CA3310021,2015-02-15,428745947.8,69,118731,83,South Coast,RIVERSIDE
478,CA3310021,2015-01-15,423498443.3,69,118731,82,South Coast,RIVERSIDE
479,CA3310021,2014-12-15,330076635.8,69,118731,61,South Coast,RIVERSIDE
480,CA3310021,2014-11-15,565565243.3,67,118731,106,South Coast,RIVERSIDE
481,CA3310021,2014-10-15,730000085.1,58,118731,115,South Coast,RIVERSIDE
482,CA3310021,2014-09-15,816700564.1,65,118731,149,South Coast,RIVERSIDE
483,CA3310021,2014-08-15,889443541.3,66,118731,159,South Coast,RIVERSIDE
484,CA4110011,2020-05-15,59600000,55,16848,63,San Francisco Bay,SAN MATEO
485,CA4110011,2020-04-15,40640000,70,16848,56,San Francisco Bay,SAN MATEO
486,CA4110011,2020-03-15,44770000,62,16848,53,San Francisco Bay,SAN MATEO
487,CA4110011,2020-02-15,42740000,54,16848,47,San Francisco Bay,SAN MATEO
488,CA4110011,2020-01-15,35360000,71,16848,48,San Francisco Bay,SAN MATEO
489,CA4110011,2019-12-15,36900000,67,16811,47,San Francisco Bay,SAN MATEO
490,CA4110011,2019-11-15,57330000,55,16811,63,San Francisco Bay,SAN MATEO
491,CA4110011,2019-10-15,64330000,55,16811,68,San Francisco Bay,SAN MATEO
492,CA4110011,2019-09-15,71270000,49,16811,69,San Francisco Bay,SAN MATEO
493,CA4110011,2019-08-15,70180000,70,16811,94,San Francisco Bay,SAN MATEO
494,CA4110011,2019-07-15,72710000,36,16811,50,San Francisco Bay,SAN MATEO
495,CA4110011,2019-06-15,62190000,53,16811,65,San Francisco Bay,SAN MATEO
496,CA4110011,2019-05-15,51120000,39,16811,38,San Francisco Bay,SAN MATEO
497,CA4110011,2019-04-15,50300000,56,16811,56,San Francisco Bay,SAN MATEO
498,CA4110011,2019-03-15,41550000,45,16811,36,San Francisco Bay,SAN MATEO
499,CA4110011,2019-02-15,32820000,88,16811,54,San Francisco Bay,SAN MATEO
500,CA4110011,2019-01-15,43950000,40,16811,34,San Francisco Bay,SAN MATEO
501,CA4110011,2018-12-15,37060000,94,16776,67,San Francisco Bay,SAN MATEO
502,CA4110011,2018-11-15,49880000,44,16776,44,San Francisco Bay,SAN MATEO
503,CA4110011,2018-10-15,60490000,66,16776,77,San Francisco Bay,SAN MATEO
504,CA4110011,2018-09-15,69720000,34,16776,47,San Francisco Bay,SAN MATEO
505,CA4110011,2018-08-15,67980000,64,16776,84,San Francisco Bay,SAN MATEO
506,CA4110011,2018-07-15,84980000,29,16776,47,San Francisco Bay,SAN MATEO
507,CA4110011,2018-06-15,61550000,64,16776,78,San Francisco Bay,SAN MATEO
508,CA4110011,2018-05-15,59010000,33,16776,37,San Francisco Bay,SAN MATEO
509,CA4110011,2018-04-15,44790000,65.92,16776,59,San Francisco Bay,SAN MATEO
510,CA4110011,2018-03-15,58830000,29.16,16776,29,San Francisco Bay,SAN MATEO
511,CA4110011,2018-02-15,43800000,74,16776,69,San Francisco Bay,SAN MATEO
512,CA4110011,2018-01-15,38390000,59.91,16776,44,San Francisco Bay,SAN MATEO
513,CA4110011,2017-12-15,46450000,73,16740,65,San Francisco Bay,SAN MATEO
514,CA4110011,2017-11-15,57210000,37,16740,42,San Francisco Bay,SAN MATEO
515,CA4110011,2017-10-15,67500000,64,16740,83,San Francisco Bay,SAN MATEO
516,CA4110011,2017-09-15,55560000,57,16740,63,San Francisco Bay,SAN MATEO
517,CA4110011,2017-08-15,70070000,62,16740,84,San Francisco Bay,SAN MATEO
518,CA4110011,2017-07-15,72670000,32,16740,45,San Francisco Bay,SAN MATEO
519,CA4110011,2017-06-15,63900000,58,16704,74,San Francisco Bay,SAN MATEO
520,CA4110011,2017-05-15,57250000,32,16740,35,San Francisco Bay,SAN MATEO
521,CA4110011,2017-04-15,41330000,73,16740,62,San Francisco Bay,SAN MATEO
522,CA4110011,2017-03-15,44220000,34,16740,29,San Francisco Bay,SAN MATEO
523,CA4110011,2017-02-15,28400000,96,16740,58,San Francisco Bay,SAN MATEO
524,CA4110011,2017-01-15,35550000,55,16740,38,San Francisco Bay,SAN MATEO
525,CA4110011,2016-12-15,43780000,71,16704,60,San Francisco Bay,SAN MATEO
526,CA4110011,2016-11-15,38970000,47,16704,37,San Francisco Bay,SAN MATEO
527,CA4110011,2016-10-15,59290000,63,16704,73,San Francisco Bay,SAN MATEO
528,CA4110011,2016-09-15,57670000,39,16704,45,San Francisco Bay,SAN MATEO
529,CA4110011,2016-08-15,68970000,61,16704,81,San Francisco Bay,SAN MATEO
530,CA4110011,2016-07-15,61240000,36,16704,43,San Francisco Bay,SAN MATEO
531,CA4110011,2016-06-15,67230000,61,16704,82,San Francisco Bay,SAN MATEO
532,CA4110011,2016-05-15,64530000,31,16704,39,San Francisco Bay,SAN MATEO
533,CA4110011,2016-04-15,43580000,59,16704,51,San Francisco Bay,SAN MATEO
534,CA4110011,2016-03-15,39200000,42,16704,32,San Francisco Bay,SAN MATEO
535,CA4110011,2016-02-15,39750000,73,16704,60,San Francisco Bay,SAN MATEO
536,CA4110011,2016-01-15,37940000,48,16668,35,San Francisco Bay,SAN MATEO
537,CA4110011,2015-12-15,38180000,75,16668,55,San Francisco Bay,SAN MATEO
538,CA4110011,2015-11-15,41240000,47,16668,39,San Francisco Bay,SAN MATEO
539,CA4110011,2015-10-15,56600000,68,16668,74,San Francisco Bay,SAN MATEO
540,CA4110011,2015-09-15,59070000,38,16668,45,San Francisco Bay,SAN MATEO
541,CA4110011,2015-08-15,62000000,63,16668,76,San Francisco Bay,SAN MATEO
542,CA4110011,2015-07-15,57330000,32,16668,36,San Francisco Bay,SAN MATEO
543,CA4110011,2015-06-15,56870000,60.4,16668,66,San Francisco Bay,SAN MATEO
544,CA4110011,2015-05-15,44190000,46.06,16668,39,San Francisco Bay,SAN MATEO
545,CA4110011,2015-04-15,48880000,75.27,16668,73,San Francisco Bay,SAN MATEO
546,CA4110011,2015-03-15,48890000,40.64,16668,39,San Francisco Bay,SAN MATEO
547,CA4110011,2015-02-15,50330000,68.3,16668,74,San Francisco Bay,SAN MATEO
548,CA4110011,2015-01-15,53780000,35.65,16668,37,San Francisco Bay,SAN MATEO
549,CA4110011,2014-12-15,39110000,76,16652,44,San Francisco Bay,SAN MATEO
550,CA4110011,2014-11-15,46370000,45,16652,39,San Francisco Bay,SAN MATEO
551,CA4110011,2014-10-15,57130000,72,16652,82,San Francisco Bay,SAN MATEO
552,CA4110011,2014-09-15,60230000,40,16652,58,San Francisco Bay,SAN MATEO
553,CA3410006,2020-05-15,380919819,95,65093,170,Sacramento River,SACRAMENTO
554,CA3410006,2020-04-15,249927717,95,65093,116,Sacramento River,SACRAMENTO
555,CA3410006,2020-03-15,213106554,95,65093,95,Sacramento River,SACRAMENTO
556,CA3410006,2020-02-15,192252090,95,65093,92,Sacramento River,SACRAMENTO
557,CA3410006,2020-01-15,169116669,95,65093,76,Sacramento River,SACRAMENTO
558,CA3410006,2019-12-15,178566348,95,65093,80,Sacramento River,SACRAMENTO
559,CA3410006,2019-11-15,259703247,95,65093,126,Sacramento River,SACRAMENTO
560,CA3410006,2019-10-15,352896633,95,65093,158,Sacramento River,SACRAMENTO
561,CA3410006,2019-09-15,422628747,95,65093,195,Sacramento River,SACRAMENTO
562,CA3410006,2019-08-15,522339153,95,65093,234,Sacramento River,SACRAMENTO
563,CA3410006,2019-01-15,169768371,95,65093,76,Sacramento River,SACRAMENTO
564,CA3410006,2018-12-15,182150709,95,65093,81,Sacramento River,SACRAMENTO
565,CA3410006,2018-11-15,263287608,95,65093,95,Sacramento River,SACRAMENTO
566,CA3410006,2018-10-15,344750358,95,65093,154,Sacramento River,SACRAMENTO
567,CA3410006,2018-09-15,433381830,95,65093,200,Sacramento River,SACRAMENTO
568,CA3410006,2018-08-15,516147984,95,65093,231,Sacramento River,SACRAMENTO
569,CA3410006,2018-07-15,566003187,95,65093,253,Sacramento River,SACRAMENTO
570,CA3410006,2018-06-15,451955337,95,65093,209,Sacramento River,SACRAMENTO
571,CA3410006,2018-05-15,349312272,95,65093,156,Sacramento River,SACRAMENTO
572,CA3410006,2018-04-15,216690915,95,65093,100,Sacramento River,SACRAMENTO
573,CA3410006,2018-03-15,177262944,95,65093,79,Sacramento River,SACRAMENTO
574,CA3410006,2018-02-15,171397626,95,65093,85,Sacramento River,SACRAMENTO
575,CA3410006,2018-01-15,173026881,95,65093,77,Sacramento River,SACRAMENTO
576,CA3410006,2017-12-15,187038474,95,65093,84,Sacramento River,SACRAMENTO
577,CA3410006,2017-11-15,205937832,95,65093,95,Sacramento River,SACRAMENTO
578,CA3410006,2017-10-15,367885779,95,65093,170,Sacramento River,SACRAMENTO
579,CA3410006,2017-09-15,469877142,95,65093,217,Sacramento River,SACRAMENTO
580,CA3410006,2017-08-15,511911921,95,65093,229,Sacramento River,SACRAMENTO
581,CA3410006,2017-07-15,537980001,95,65093,241,Sacramento River,SACRAMENTO
582,CA3410006,2017-06-15,460427463,95,65093,213,Sacramento River,SACRAMENTO
583,CA3410006,2017-05-15,371144289,95,65093,166,Sacramento River,SACRAMENTO
584,CA3410006,2017-04-15,187690176,95,65093,87,Sacramento River,SACRAMENTO
585,CA3410006,2017-03-15,178240497,95,65093,80,Sacramento River,SACRAMENTO
586,CA3410006,2017-02-15,144677844,95,65093,72,Sacramento River,SACRAMENTO
587,CA3410006,2017-01-15,157060182,95,65093,75,Sacramento River,SACRAMENTO
588,CA3410006,2016-12-15,169116669,95,65093,76,Sacramento River,SACRAMENTO
